pli-tv-bu-vb-sk18	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk19	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk2	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk20	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk21	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk22	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk23	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk24	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk25	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk26	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk27	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk28	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk29	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk3	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk30	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk31	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk32	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk33	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk34	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk35	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk36	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk37	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk38	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk39	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk4	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk40	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk41	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk42	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk43	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk44	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk45	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk46	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk47	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk48	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk49	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk5	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk50	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk51	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk52	yes|not-applicable|not-applicable
pli-tv-bu-vb-sk53	yes|not-applicable|not-applicable
